342	鼻涕蟲 2
343	鼻涕蟲 3
344	
345	
346	
347	
348	
349	
350	
351	
352	
353	
354	貓咪仙人
355	蛙助
356	書呆子大猩猩
357	
358	鋼鐵扭扭蛇
359	離群樹懶賴
360	精英汪仔星人
361	宙星・企鵝大哥
362	宙猩將軍
363	澎湃媽
364	巨匠
365	鼴鼠隊長
366	宙星生化魚
367	神
368	
369	
370	
371	
372	
373	
374	
375	大夢君
376	
377	超級異星旋風
378	
379	飛天小豬
380	神秘假面烏拉拉
381	
382	
383	
384	
385	
386	
387	火馬
388	激動咩咩
389	及格野郎
390	臘腸狗與機關槍
391	
392	
393	
394	
395	
396	
397	
398	
399	
400	
401	
402	
403	
404	
405	傳奇噴噴Ω
406	真傳奇噴噴
407	古代狗仔
408	
409	
410	
411	猩好男人
412	古代松鼠
413	古代犀聖
414	古代蠶舌蛾
415	
416	奈美黑
417	快豚星人
418	食蛙星人
419	神（認真）
420	古代眼鏡猴人
421	大天使俄勒方特
422	紅獄肌熊
423	古頭王
424	鴕鳥老黛麗
425	跑到死太郎
426	職權騷擾一族部長
427	科熊怪人
428	玉米鬚豬
429	胡桃鉗魔女
430	
431	愛作夢的貘
432	
433	
434	獅子姐妹
435	
436	
437	招福卷狗
438	古代旋風
439	
440	彩虹熊熊敢死隊
441	
442	清純女老師
443	邪星小旋風
444	花園鰻5兄弟
445	六角龍邪
446	終極千兆宏偉神
447	議事阻撓邪星貓
448	
449	柏餅2.0
450	土偶喵丸
451	
452	
453	
454	
455	
456	
457	
458	
459	
460	
461	
462	
463	
464	覺醒的第13號機
465	
466	
467	
468	不死小雞
469	驚悚幫
470	
471	
472	
473	
474	
475	
476	
477	河潤豚
478	
479	超新星鐵砲
480	
481	
482	
483	
484	
485	
486	
487	
488	
489	
490	
491	阿龜我王
492	聖者波普
493	太古蜜江
494	
495	妖怪河童Jr.
496	巨狼與烏爾斯
497	鋼鐵終結鱷
498	毒火雞
499	
500	
501	
502	
503	
504	
505	
506	綺羅星汪汪
507	
508	
509	
510	
511	死靈妖精海蝶
512	迷你不死旋風
513	天使多維爾
514	愛假哭的貘
515	
516	達人烏嚕哩
517	鋼鐵無尾熊球
518	
519	
520	
521	約翰藍龍
522	
523	
524	
525	
526	異弟:Re
